ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Days_Since_Enrolled,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment,Kidhome_transformed,MntWines_transformed,MntFruits_transformed,MntMeatProducts_transformed,MntFishProducts_transformed,MntSweetProducts_transformed,MntGoldProds_transformed,NumDealsPurchases_transformed,NumWebPurchases_transformed,NumCatalogPurchases_transformed,NumStorePurchases_transformed,Has_Children,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD
2176,1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,42,565,16,1690,3,3,5,33,59.48275862068966,53.33784393324312,53.34987593052109,2.71,Low Value Customers,1.0,34.899856733230294,2.833213344056216,5.60947179518496,4.653960350157523,0.0,4.394449154672439,0.8412383821602403,2.23606797749979,1.5874010519681994,2.449489742783178,1,False,True,False,False,False,False,False,True,False,False
9265,1953,Graduation,Married,75027.0,0,1,2013-09-01,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,61,461,21,1390,2,4,5,24,25.43103448275862,75.19170049616599,75.2086623054365,3.39,Medium Value Customer,0.0,30.4138126514911,4.174387269895637,5.19295685089021,4.897839799950911,2.5649493574615367,4.356708826689592,0.8412383821602403,3.0,1.709975946676697,2.449489742783178,1,False,True,False,False,False,False,False,True,False,False
8867,1988,PhD,Married,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,827,20,2126,1,4,5,14,9.323956442831216,70.92918358141634,70.94518384840966,3.08,Medium Value Customer,0.0,29.393876913398135,4.90527477843843,6.645090969505644,5.017279836814924,3.6635616461296463,5.153291594497779,0.5839432579994446,2.0,2.223980090569316,2.23606797749979,0,False,True,False,False,False,False,False,False,False,True
8932,1969,Master,Together,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,45,768,25,1531,3,5,5,35,41.62885662431942,89.46774921064502,89.48793142341529,4.12,High value Customer,0.0,30.983866769659336,3.367295829986474,5.214935757608986,5.3981627015177525,4.262679877041316,4.262679877041316,1.098158439308463,3.0,1.9129311827723887,2.449489742783178,1,False,False,False,True,False,False,False,False,True,False
10236,1975,Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,39,446,7,64,3,1,2,31,40.131578947368425,21.47045557059089,21.475298894653733,1.21,At Risk,1.0,4.0,1.3862943611198906,3.258096538021482,1.9459101490553128,0.6931471805599453,2.6390573296152584,0.8412383821602403,1.4142135623730951,1.0,1.7320508075688772,1,False,False,True,False,False,False,False,False,True,False
6340,1985,Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,29,405,6,26,3,1,1,31,47.57259528130672,15.358592692828148,15.362057297541169,1.01,At Risk,1.0,1.7320508075688772,1.3862943611198906,2.079441541679836,0.0,1.0986122886681098,2.4849066497880004,0.8412383821602403,1.0,1.0,1.7320508075688772,1,False,False,True,False,False,False,False,True,False,False
10089,1974,Graduation,Divorced,102692.0,0,0,2013-05-04,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,40,581,29,1112,5,5,4,55,94.28312159709618,97.60938204781236,97.63140085720732,4.86,Top Customers,0.0,12.96148139681572,5.003946305945459,6.09807428216624,3.49650756146648,5.153291594497779,5.003946305945459,0.5839432579994446,2.449489742783178,2.154434690031884,3.605551275463989,0,True,False,False,False,False,False,False,True,False,False
2227,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,805,11,210,1,2,3,12,7.395644283121597,38.768606224627874,38.77735168057749,1.7,At Risk,0.0,6.708203932499369,3.871201010907891,3.970291913552122,3.091042453358316,3.044522437723423,3.258096538021482,0.8412383821602403,1.7320508075688772,1.259921049894873,2.23606797749979,0,False,False,False,True,False,True,False,False,False,False
10992,1967,Graduation,Together,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,47,829,26,1148,2,5,4,25,22.686025408348456,92.46729815065405,92.48815700428604,4.1,High value Customer,1.0,25.495097567963924,3.367295829986474,5.869296913133774,3.828641396489095,3.7612001156935615,3.4339872044851463,1.1748209479730365,2.0,1.9129311827723887,3.3166247903554,1,False,False,False,True,False,False,False,True,False,False
5304,1974,PhD,Single,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,40,784,6,33,4,1,1,41,64.29219600725953,15.358592692828148,15.362057297541169,1.14,At Risk,1.0,4.898979485566356,0.0,2.19722457733622,0.0,0.0,0.6931471805599453,0.8412383821602403,1.0,1.0,1.7320508075688772,1,False,False,True,False,False,False,False,False,False,True
309,1961,PhD,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,53,781,19,1101,3,4,4,34,52.31397459165154,66.5764546684709,66.59147304308594,3.22,Medium Value Customer,0.0,30.298514815086232,3.091042453358316,4.77912349311153,2.6390573296152584,2.3978952727983707,3.091042453358316,0.994099345357619,2.8284271247461903,1.5874010519681994,2.23606797749979,1,False,False,False,True,False,False,False,False,False,True
3406,1964,Graduation,Single,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,50,775,16,322,1,3,3,13,2.155172413793104,53.33784393324312,53.34987593052109,2.28,Low Value Customers,0.0,11.74734012447073,3.5263605246161616,4.477336814478207,3.367295829986474,3.218875824868201,2.5649493574615367,1.098158439308463,1.7320508075688772,1.4422495703074083,2.6457513110645907,1,False,False,True,False,False,False,False,True,False,False
2661,1964,Graduation,Single,18701.0,1,1,2013-04-06,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,609,10,44,1,2,1,12,4.174228675136116,35.47586829048263,35.483870967741936,1.54,At Risk,1.0,3.4641016151377544,1.6094379124341005,1.0986122886681098,2.3978952727983707,1.9459101490553128,2.3978952727983707,1.098158439308463,1.4142135623730951,1.0,2.0,1,False,False,True,False,False,False,False,True,False,False
3153,1957,PhD,Single,40737.0,2,1,2013-08-12,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,57,481,4,17,4,1,1,41,75.97549909255899,3.202525935949481,3.203248364538687,0.71,Lost Customers,1.4142135623730951,3.3166247903554,0.0,1.6094379124341005,0.0,0.0,1.0986122886681098,0.5839432579994446,1.0,1.0,1.4142135623730951,1,False,False,True,False,False,False,False,False,False,True
10264,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,787,6,31,2,1,1,21,39.31488203266788,15.358592692828148,15.362057297541169,0.95,Lost Customers,1.0,1.0,1.0986122886681098,2.19722457733622,1.6094379124341005,1.3862943611198906,2.6390573296152584,0.8412383821602403,1.0,1.259921049894873,1.4142135623730951,1,True,False,False,False,False,False,False,True,False,False
1184,1968,PhD,Divorced,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,46,563,25,845,3,5,4,35,54.491833030853,89.46774921064502,89.48793142341529,4.21,High value Customer,0.0,23.53720459187964,3.737669618283368,5.375278407684165,2.4849066497880004,0.0,3.218875824868201,0.994099345357619,3.1622776601683795,1.4422495703074083,3.1622776601683795,1,True,False,False,False,False,False,False,False,False,True
4200,1970,Master,Married,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,44,172,15,275,1,3,3,13,14.224137931034484,49.48128101037438,49.49244304083014,2.21,Low Value Customers,1.0,12.922847983320086,1.0986122886681098,4.143134726391533,3.218875824868201,2.6390573296152584,2.079441541679836,1.098158439308463,2.0,1.259921049894873,2.449489742783178,1,False,True,False,False,False,False,False,False,True,False
9396,1978,PhD,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,36,743,4,25,4,1,1,41,67.85390199637024,3.202525935949481,3.203248364538687,0.65,Lost Customers,1.0,3.0,0.0,1.9459101490553128,1.6094379124341005,0.6931471805599453,1.791759469228055,0.5839432579994446,1.0,1.0,1.4142135623730951,1,False,True,False,False,False,False,False,False,False,True
2387,1952,Master,Together,43776.0,1,1,2013-03-02,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,62,644,17,275,5,3,3,53,90.78947368421052,58.18673883626523,58.199864651477554,3.15,Medium Value Customer,1.0,13.30413469565007,1.0986122886681098,4.276666119016055,1.3862943611198906,1.0986122886681098,3.044522437723423,1.234306082822791,2.23606797749979,1.4422495703074083,2.0,1,False,False,False,True,False,False,False,False,True,False
6690,1966,Master,Married,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,48,632,11,90,4,2,2,42,68.98820326678766,38.768606224627874,38.77735168057749,2.17,Low Value Customers,1.0,6.164414002968976,1.6094379124341005,3.1354942159291497,1.6094379124341005,1.0986122886681098,3.044522437723423,1.098158439308463,1.7320508075688772,1.259921049894873,1.7320508075688772,1,False,True,False,False,False,False,False,False,True,False
1225,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,163,19,1495,3,4,5,34,53.35753176043557,66.5764546684709,66.59147304308594,3.23,Medium Value Customer,0.0,21.97726097583591,4.442651256490317,5.988961416889864,5.327876168789581,4.442651256490317,5.488937726156687,0.5839432579994446,1.7320508075688772,2.0,2.8284271247461903,0,False,True,False,False,False,False,False,True,False,False
9703,1970,PhD,Married,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,44,782,11,184,2,2,2,22,29.87749546279492,38.768606224627874,38.77735168057749,1.87,At Risk,1.0,8.774964387392123,1.0986122886681098,3.58351893845611,0.0,0.6931471805599453,4.248495242049359,1.098158439308463,1.7320508075688772,1.4422495703074083,1.4142135623730951,1,False,True,False,False,False,False,False,False,False,True
291,1970,Graduation,Married,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,44,535,13,981,5,3,4,53,86.22958257713249,44.40685611186288,44.41687344913151,2.53,Low Value Customers,0.0,13.490737563232042,4.31748811353631,5.700443573390687,5.093750200806762,5.010635294096256,4.762173934797756,0.5839432579994446,1.7320508075688772,1.5874010519681994,2.449489742783178,0,False,True,False,False,False,False,False,True,False,False
4557,1970,Graduation,Together,22070.0,1,0,2013-04-10,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,44,605,8,67,5,2,2,52,88.49818511796734,26.95083446098331,26.956914053688248,1.81,At Risk,1.0,3.1622776601683795,2.079441541679836,2.995732273553991,2.19722457733622,1.0986122886681098,3.091042453358316,0.8412383821602403,1.4142135623730951,1.4422495703074083,1.4142135623730951,1,False,False,False,True,False,False,False,True,False,False
2379,1953,Graduation,Single,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,61,805,14,1635,4,3,5,43,67.85390199637024,46.63960306720794,46.65012406947891,2.49,Low Value Customers,0.0,27.892651361962702,3.80666248977032,6.214608098422191,4.564348191467836,4.30406509320417,4.990432586778736,0.8412383821602403,1.7320508075688772,1.709975946676697,2.23606797749979,0,False,False,True,False,False,False,False,True,False,False
5726,1983,Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,31,261,10,60,5,2,2,52,84.41470054446461,35.47586829048263,35.483870967741936,2.14,Low Value Customers,1.0,4.0,2.079441541679836,3.1780538303479458,0.0,2.19722457733622,1.9459101490553128,0.994099345357619,1.7320508075688772,1.0,2.0,1,False,False,True,False,False,False,False,False,True,False
3066,1975,PhD,Together,61905.0,0,1,2014-04-02,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,39,248,12,231,5,3,3,53,97.68602540834846,41.83581416328372,41.84525152267088,2.51,Low Value Customers,0.0,12.922847983320086,0.0,3.784189633918261,1.9459101490553128,1.0986122886681098,2.6390573296152584,0.8412383821602403,2.0,1.4422495703074083,2.0,1,False,False,False,True,False,False,False,False,False,True
6336,1960,Graduation,Married,29315.0,1,1,2014-06-04,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,54,185,10,48,3,2,1,32,44.30580762250454,35.47586829048263,35.483870967741936,1.84,At Risk,1.0,3.605551275463989,1.0986122886681098,2.70805020110221,2.19722457733622,2.079441541679836,1.6094379124341005,1.098158439308463,1.4142135623730951,1.0,2.0,1,False,True,False,False,False,False,False,True,False,False
10967,1963,Graduation,Divorced,33378.0,1,1,2013-06-02,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,51,552,9,99,4,2,2,42,61.47912885662432,31.371222372575552,31.378299120234605,1.79,At Risk,1.0,5.744562646538029,1.9459101490553128,3.713572066704308,1.3862943611198906,2.079441541679836,2.3978952727983707,0.994099345357619,1.4142135623730951,1.0,2.0,1,True,False,False,False,False,False,False,True,False,False
2304,1963,PhD,Together,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,51,446,23,770,1,5,4,15,13.22595281306715,83.49120433017592,83.51003834874803,3.65,Medium Value Customer,0.0,25.0,2.079441541679836,4.605170185988092,2.3978952727983707,3.1354942159291497,2.079441541679836,0.8412383821602403,2.449489742783178,1.5874010519681994,3.4641016151377544,1,False,False,False,True,False,False,False,False,False,True
3445,1956,Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,58,688,23,957,3,5,4,35,43.01270417422868,83.49120433017592,83.51003834874803,3.87,Medium Value Customer,0.0,14.696938456699067,5.093750200806762,5.41610040220442,4.624972813284271,4.532599493153256,5.093750200806762,0.8412383821602403,2.6457513110645907,1.709975946676697,3.1622776601683795,0,False,False,True,False,False,False,False,True,False,False
7828,1981,Master,Together,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,33,220,12,818,4,3,4,43,70.34936479128856,41.83581416328372,41.84525152267088,2.31,Low Value Customers,0.0,8.246211251235321,4.867534450455582,5.983936280687191,5.241747015059643,3.1354942159291497,2.772588722239781,0.5839432579994446,1.7320508075688772,1.5874010519681994,2.23606797749979,0,False,False,False,True,False,False,False,False,True,False
3762,1986,PhD,Single,69867.0,0,0,2013-02-04,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,28,670,17,925,4,3,4,43,68.98820326678766,58.18673883626523,58.199864651477554,2.99,Low Value Customers,0.0,14.0,0.0,6.240275845170769,3.5263605246161616,4.875197323201151,4.007333185232471,0.5839432579994446,1.7320508075688772,1.8171205928321397,2.8284271247461903,0,False,False,True,False,False,False,False,False,False,True
4391,1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,594,22,908,2,4,4,24,35.48094373865699,79.43166441136671,79.44958267538912,3.64,Medium Value Customer,0.0,25.199206336708304,2.772588722239781,4.61512051684126,3.044522437723423,2.079441541679836,4.882801922586371,0.5839432579994446,3.0,1.5874010519681994,3.0,1,True,False,False,False,False,False,False,False,True,False
4669,1981,Basic,Married,24480.0,1,0,2013-11-02,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,33,399,10,102,3,2,2,32,54.491833030853,35.47586829048263,35.483870967741936,1.92,At Risk,1.0,2.0,2.995732273553991,2.302585092994046,3.367295829986474,3.258096538021482,2.8903717578961645,0.994099345357619,1.7320508075688772,1.0,2.0,1,False,True,False,False,False,False,True,False,False,False
10144,1976,Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,38,772,16,576,1,3,3,13,15.15426497277677,53.33784393324312,53.34987593052109,2.38,Low Value Customers,0.0,17.233687939614086,2.079441541679836,4.382026634673881,0.0,2.4849066497880004,5.209486152841421,0.8412383821602403,2.8284271247461903,1.4422495703074083,2.0,1,False,False,False,True,False,False,False,True,False,False
8652,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,68,827,13,317,4,3,3,43,79.76406533575317,44.40685611186288,44.41687344913151,2.49,Low Value Customers,0.0,9.16515138991168,1.791759469228055,3.6635616461296463,5.017279836814924,2.5649493574615367,3.367295829986474,0.8412383821602403,2.0,1.259921049894873,2.449489742783178,0,False,False,False,True,False,False,False,True,False,False
1672,1974,PhD,Together,65640.0,0,1,2014-01-03,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,40,337,15,461,2,3,3,23,25.43103448275862,49.48128101037438,49.49244304083014,2.29,Low Value Customers,0.0,14.2828568570857,2.079441541679836,5.010635294096256,3.044522437723423,2.772588722239781,4.204692619390966,0.5839432579994446,2.23606797749979,1.259921049894873,2.8284271247461903,1,False,False,False,True,False,False,False,False,False,True
8962,1975,Master,Married,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,39,233,7,37,5,1,1,51,81.76043557168784,21.47045557059089,21.475298894653733,1.53,At Risk,1.0,5.0990195135927845,0.0,2.19722457733622,0.0,0.0,1.3862943611198906,0.8412383821602403,1.4142135623730951,1.0,1.7320508075688772,1,False,True,False,False,False,False,False,False,True,False
9974,1974,Graduation,Married,30631.0,1,0,2013-12-07,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,40,364,7,70,2,1,2,21,24.45553539019964,21.47045557059089,21.475298894653733,1.1,At Risk,1.0,3.872983346207417,1.9459101490553128,3.044522437723423,1.6094379124341005,1.791759469228055,3.044522437723423,0.5839432579994446,1.7320508075688772,1.259921049894873,1.4142135623730951,1,False,True,False,False,False,False,False,True,False,False
10983,1952,Graduation,Together,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,62,676,23,930,5,5,4,55,82.64519056261344,83.49120433017592,83.51003834874803,4.17,High value Customer,0.0,17.435595774162696,4.59511985013459,5.442417710521793,5.017279836814924,4.31748811353631,4.31748811353631,0.5839432579994446,2.449489742783178,1.5874010519681994,3.605551275463989,0,False,False,False,True,False,False,False,True,False,False
8148,1956,Master,Together,50898.0,1,1,2013-08-01,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,58,492,33,859,1,5,4,15,11.048094373865698,99.6617050067659,99.68418678096096,4.32,High value Customer,1.0,16.881943016134134,3.367295829986474,5.493061443340548,4.02535169073515,4.74493212836325,4.912654885736052,1.4509078930008,2.449489742783178,1.4422495703074083,3.4641016151377544,1,False,False,False,True,False,False,False,False,True,False
10102,1966,Graduation,Widow,79946.0,0,0,2014-12-05,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,48,1,22,1478,5,4,5,54,80.78493647912886,79.43166441136671,79.44958267538912,3.98,Medium Value Customer,0.0,19.87460691435179,5.214935757608986,6.338594078203183,5.117993812416755,4.955827057601261,3.367295829986474,0.5839432579994446,2.23606797749979,2.289428485106664,2.23606797749979,0,False,False,False,False,True,False,False,True,False,False
4697,1949,Master,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,65,541,16,390,2,3,3,23,37.454627949183305,53.33784393324312,53.34987593052109,2.55,Low Value Customers,0.0,15.748015748023622,1.3862943611198906,4.406719247264253,1.6094379124341005,1.3862943611198906,3.951243718581428,0.994099345357619,2.6457513110645907,1.259921049894873,2.23606797749979,0,True,False,False,False,False,False,False,False,True,False
9262,1984,2n Cycle,Together,32414.0,0,0,2013-04-07,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,30,608,5,52,5,1,1,51,88.49818511796734,9.336941813261165,9.339048048725468,1.06,At Risk,0.0,4.47213595499958,1.9459101490553128,1.791759469228055,0.0,2.302585092994046,2.5649493574615367,0.5839432579994446,1.0,1.0,1.7320508075688772,0,False,False,False,True,False,True,False,False,False,False
7254,1969,Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,45,344,10,137,2,2,2,22,25.43103448275862,35.47586829048263,35.483870967741936,1.7,At Risk,1.0,6.244997998398398,0.0,4.04305126783455,3.044522437723423,2.19722457733622,2.70805020110221,0.994099345357619,1.7320508075688772,1.259921049894873,1.7320508075688772,1,False,False,False,True,False,False,False,True,False,False
4543,1980,Graduation,Married,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,34,766,19,1919,4,4,5,44,66.96914700544465,66.5764546684709,66.59147304308594,3.33,Medium Value Customer,0.0,27.874719729532707,4.867534450455582,6.352629396319567,5.37989735354046,3.091042453358316,5.318119993844216,0.5839432579994446,1.4142135623730951,2.0,3.0,0,False,True,False,False,False,False,False,True,False,False
4927,1971,Graduation,Together,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,43,325,9,68,2,2,2,22,23.66152450090744,31.371222372575552,31.378299120234605,1.51,At Risk,1.4142135623730951,2.8284271247461903,1.3862943611198906,3.1354942159291497,3.091042453358316,0.6931471805599453,2.6390573296152584,0.994099345357619,1.7320508075688772,1.0,1.7320508075688772,1,False,False,False,True,False,False,False,True,False,False
10451,1965,Graduation,Together,29672.0,1,1,2013-12-03,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,49,368,4,25,5,1,1,51,93.46642468239564,3.202525935949481,3.203248364538687,0.84,Lost Customers,1.0,3.0,0.6931471805599453,1.3862943611198906,0.0,1.6094379124341005,2.19722457733622,0.5839432579994446,0.0,1.0,1.7320508075688772,1,False,False,False,True,False,False,False,True,False,False
2926,1952,Master,Together,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,62,835,23,1374,2,5,5,25,37.454627949183305,83.49120433017592,83.51003834874803,3.83,Medium Value Customer,0.0,35.22782990761707,0.0,4.394449154672439,0.0,2.6390573296152584,3.713572066704308,0.994099345357619,1.7320508075688772,1.9129311827723887,3.3166247903554,1,False,False,False,True,False,False,False,False,True,False
2874,1988,2n Cycle,Divorced,35388.0,1,0,2013-07-03,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,26,521,5,32,4,1,1,41,79.76406533575317,9.336941813261165,9.339048048725468,1.0,Lost Customers,1.0,2.449489742783178,1.6094379124341005,2.079441541679836,1.6094379124341005,1.3862943611198906,2.19722457733622,0.5839432579994446,1.0,1.0,1.7320508075688772,1,True,False,False,False,False,True,False,False,False,False
9738,1986,Master,Together,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,28,692,7,100,3,1,2,31,56.91923774954629,21.47045557059089,21.475298894653733,1.34,At Risk,1.0,8.06225774829855,1.6094379124341005,2.833213344056216,0.0,1.6094379124341005,2.4849066497880004,0.5839432579994446,1.7320508075688772,1.0,1.7320508075688772,1,False,False,False,True,False,False,False,False,True,False
7119,1982,Graduation,Single,68627.0,0,0,2013-12-01,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,32,370,12,825,3,3,4,33,55.58076225045372,41.83581416328372,41.84525152267088,2.2,Low Value Customers,0.0,19.87460691435179,2.772588722239781,5.575949103146316,4.110873864173311,4.007333185232471,3.6635616461296463,0.5839432579994446,1.4142135623730951,1.5874010519681994,2.449489742783178,0,False,False,True,False,False,False,False,True,False,False
3924,1965,PhD,Divorced,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,49,264,28,916,4,5,4,45,65.19963702359347,96.41407307171856,96.43582224227384,4.59,Top Customers,0.0,28.30194339616981,0.0,4.394449154672439,0.0,0.0,3.58351893845611,1.1748209479730365,2.8284271247461903,1.5874010519681994,3.4641016151377544,1,True,False,False,False,False,False,False,False,False,True
5827,1958,Graduation,Divorced,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,56,234,11,62,3,2,2,32,46.64246823956443,38.768606224627874,38.77735168057749,2.0,At Risk,1.0,6.0,0.0,2.5649493574615367,1.0986122886681098,1.0986122886681098,2.3978952727983707,1.098158439308463,1.7320508075688772,1.259921049894873,1.7320508075688772,1,True,False,False,False,False,False,False,True,False,False
5596,1956,2n Cycle,Together,58821.0,0,1,2013-12-10,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,58,361,21,728,3,4,4,34,56.21597096188747,75.19170049616599,75.2086623054365,3.62,Medium Value Customer,0.0,22.64950330581225,2.70805020110221,5.043425116919247,2.995732273553991,0.0,3.367295829986474,0.5839432579994446,3.0,1.4422495703074083,3.0,1,False,False,False,True,False,True,False,False,False,False
10812,1978,PhD,Married,46377.0,1,0,2014-01-03,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,36,337,7,90,1,1,2,11,10.231397459165157,21.47045557059089,21.475298894653733,0.99,Lost Customers,1.0,6.082762530298219,0.0,3.8501476017100575,1.6094379124341005,1.3862943611198906,0.0,0.5839432579994446,1.4142135623730951,1.259921049894873,1.7320508075688772,1,False,True,False,False,False,False,False,False,False,True
1717,1988,Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,26,237,13,273,3,3,3,33,56.91923774954629,44.40685611186288,44.41687344913151,2.31,Low Value Customers,1.0,8.94427190999916,2.772588722239781,4.543294782270004,3.044522437723423,2.6390573296152584,3.970291913552122,0.994099345357619,2.23606797749979,1.259921049894873,2.0,1,False,False,True,False,False,False,False,True,False,False
9491,1984,Graduation,Together,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,30,344,10,66,2,2,2,22,31.556261343012704,35.47586829048263,35.483870967741936,1.74,At Risk,1.0,3.741657386773941,0.6931471805599453,3.091042453358316,1.0986122886681098,1.3862943611198906,3.258096538021482,0.994099345357619,1.7320508075688772,1.259921049894873,1.7320508075688772,1,False,False,False,True,False,False,False,True,False,False
9274,1961,Master,Married,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,53,618,23,1213,3,5,5,35,56.21597096188747,83.49120433017592,83.51003834874803,3.97,Medium Value Customer,0.0,22.9128784747792,4.997212273764115,4.727387818712341,5.393627546352362,4.997212273764115,4.158883083359672,0.5839432579994446,2.449489742783178,2.0,3.0,0,False,True,False,False,False,False,False,False,True,False
